timestamp,phase,dataset,task,layer_seq_index,neuron_index,acc,f1,acc_drop,f1_drop,ckpt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,39,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,35,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,44,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,41,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,42,0.9534883720930232,0.9636363636363636,0.0,-0.0006734006734007,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,43,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,46,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,45,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,47,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,40,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,59,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,56,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,58,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,57,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,61,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,53,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,54,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,51,0.9534883720930232,0.9636363636363636,0.0,-0.0006734006734007,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,63,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,60,0.9534883720930232,0.9629629629629628,0.0,0.0,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,18,0.9651162790697676,0.9724770642201837,-0.0116279069767442,-0.0095141012572206,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,13,0.9651162790697676,0.9724770642201837,-0.0116279069767442,-0.0095141012572206,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,2,0.9651162790697676,0.9724770642201837,-0.0116279069767442,-0.0095141012572206,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,10,0.9651162790697676,0.9724770642201837,-0.0116279069767442,-0.0095141012572206,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,11,0.9651162790697676,0.9724770642201837,-0.0116279069767442,-0.0095141012572206,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
20250813-125422,per_neuron_scan,breast_cancer,clf,3,36,0.9651162790697676,0.972972972972973,-0.0116279069767442,-0.0100100100100101,c:\Users\Admin\Desktop\ffnn-healing\models\clf_breast_cancer_baseline_20250813-103737_best.pt
